text,score,timestamp
pling suka belanja di sinj jd skrng hampir jarang belanja ofline krna apa??? karna ada shopee dong 🫶😍😍,5,2025-10-18 14:19:21
terima kasih shopee..semua brg yg kami order selalu memuaskan,5,2025-10-18 14:19:11
@Shopee Indonesia Dengan kerendahan hati saya mohon kasih arahan kepada pedagang pasar² di indonesia agar mereka bisa tetap berjualan. karna pasar² sudah sepi . konsumen beralih ke shopee saya yakin 90% mereka juga ingin berjualan di shopee.. karna keterbatasan ilmu/cara berjualan online di shopee. saran : kirim lah orang untuk penjual di pasar² kasih ilmunya/tutorial jualan online. terimakasih.,5,2025-10-18 14:19:05
jossjis,5,2025-10-18 14:19:02
sangat membantu sekali banyak toko-toko yang sangat amanah dan terpercaya di dalam-nya👍,5,2025-10-18 14:16:16
shopee lebih hemat lebih cepat di shopee,5,2025-10-18 14:15:18
Belanja mudah tapi sayang nominal nya harus terbatas COD pun juga di batasi,5,2025-10-18 14:14:33
ya lumayan,3,2025-10-18 14:13:10
"cuman kadang"" kurirnya kurang memuaskan, barang blm sampai ke konsumen SDH di kensel.",5,2025-10-18 14:12:27
barang sesuai pesanan kurir ramah harga terjangkau,5,2025-10-18 14:11:53
belanja di sini murah udh gratis ongkir cepet lagi dateng nya,5,2025-10-18 14:11:14
sangat membantu manusia yg introvert seperti saya untuk berbelanja tanpa keluar rumah,5,2025-10-18 14:10:35
"Gausa basa basi,buat beli belii",5,2025-10-18 14:10:12
lebih bagus dari lapak lain,5,2025-10-18 14:10:02
sangat mebatu sembako dan ekonomi yg sulit di jangkau dari manapun,5,2025-10-18 14:09:48
suka shopee,5,2025-10-18 14:09:28
saran kalo baru buka Shopee penjual kasih saldo iklan minimal 20rb/50rb agar bisa uang dikelola terus perputaran uang jelass,3,2025-10-18 14:09:13
cepat,5,2025-10-18 14:08:53
min udah Bagus nih aplikasi sering belanja murah meriah gratis ongkir lagi tapi setiap mau pengajuan paylater nya gak pernah di acc minnnn tolong min akun saya 🙏🙏,5,2025-10-18 14:08:33
bagus dan membantu banget,5,2025-10-18 14:08:03
the best lah,5,2025-10-18 14:07:52
"aplikasi berat ajg, S Pinjam telemark nya telpon mulu ajg aku ga butuh Spinjam kalian jgn nelpon Mulu ajg ganggu banget assssu",1,2025-10-18 14:07:30
Cukup baik buat yang berkebutuhan cepat,5,2025-10-18 14:05:39
aplikasi belanja paling simpel dan gk ribet,5,2025-10-18 14:03:30
aplikasi yg sangat membantu dlm mencari barang kebutuhan.,5,2025-10-18 14:00:40
apk SGT berguna,5,2025-10-18 13:56:56
"over all bagus shopee tuh karna saya udh bbrpa tahun pake,, cuman tolong untuk spinjam kalo bisa d tingkatkan lagi waktu nya biar lebih cair nya cepet.. soalnya saya baru pertama pinjem d spinjam.. biasanya suka d aplikasi sebelah ini karna butuh darurat makannya pinjem k spinjam..",4,2025-10-18 13:54:31
mantap,5,2025-10-18 13:54:14
sangat berguna,5,2025-10-18 13:54:08
aplikasi yg terpercaya . mantab ...,5,2025-10-18 13:53:06
cocok barang nya sesuiai.bagus,5,2025-10-18 13:52:31
nice,5,2025-10-18 13:52:09
menyenangkan berbelanja di shopee,5,2025-10-18 13:51:25
susah buat COD dan kebanyakan pakai SpayLater. Tolong di jawab ya ka Admin,1,2025-10-18 13:50:56
sangat baik. amanah harga terjangkau walaupun kdang agak lambat sdikit.,5,2025-10-18 13:48:06
bagus,5,2025-10-18 13:47:08
mantap,5,2025-10-18 13:47:00
simple aplikasi👍👍,5,2025-10-18 13:46:31
bagus banget terjamin murah meriah,5,2025-10-18 13:46:03
👍🏻👍🏻,5,2025-10-18 13:45:32
SPX shopee expedisi paling jelek dan parah,1,2025-10-18 13:41:03
sangat memuaskan,5,2025-10-18 13:39:38
perbaikki expedisi SPX shopee dan kurir2 nya. sell bikin kecewa pelanggan. pengiriman lemot dan sell melebihi batas estimilasi sampai,1,2025-10-18 13:39:35
harganya terlalu mahal semua jadi malas mem beli di shopee☹️,1,2025-10-18 13:39:07
the best,5,2025-10-18 13:37:46
bagus banget dr pada platform lain yg paling bagus sih gratis ongkirnya gak abiez abiez brader topcer pokonya,5,2025-10-18 13:37:26
sangat mendukung dan memudahkan,5,2025-10-18 13:37:14
"sangat.. sangat terbantu.. skrg butuh apa, beli saja di Shopee.",5,2025-10-18 13:37:06
"selalu setia kepada Shope, krna enggk pernah gagal",5,2025-10-18 13:36:21
"Paket STUCK 2X ya ampuuun, mau belanja jadi males!! nunggu pengembalian lah, bikin laporan dulu!!! Kalau ada paket tertinggal di DC/Gudang mbok ya dicariiiiiii sampai ketemu!! pembeli itu nunggu paket datang!! kalau terlambat harus nunggu lagi diperpanjang!! tp gk jelas paket hilang/rusak ngga ada kabar!! nunggu pengembalian dana 10hari!! dana masuk masih nunggu 2hari!! 🤯🤯🤯",1,2025-10-18 13:35:28
"stiap buka shopee iklan aja di banyakin, berkali kali daftar spaylater nya selalu di tolak auto uninstall.",1,2025-10-18 13:34:42
"Mantap,gratis ongkir 👍",5,2025-10-18 13:34:34
"Barang di shopee selalu sesuai dengan gambar, pengiriman cepat dan juga kurirnya ramah 🤩🤩",5,2025-10-18 13:32:38
cuma gabut ya min bintang satu 😂,1,2025-10-18 13:32:08
lebih cepat,5,2025-10-18 13:30:52
kbb patah-patah,3,2025-10-18 13:30:38
keren,5,2025-10-18 13:30:29
bermanfaat buat orang lain. kalau.bisa cs berinilain produk nilai jelek di boikot sajaerugikan cs. terima kasih,5,2025-10-18 13:29:03
mantap,5,2025-10-18 13:26:57
"dari banyaknya aplikasi online shop, cuma Shopee yang paling gampang, kalau ada masalah pasti terselesaikan, barang murahh meriahh. Terus seperti ini ya",5,2025-10-18 13:26:55
"bagus banget, harganya murah murah, dan juga banyak promo.worth it banget sih, jadi kalo mau belanja online belanja nya di shopee aja",5,2025-10-18 13:25:06
bagus,5,2025-10-18 13:24:48
sekarang layanan shopee super buruk. bikin kapok. proses seler & jasa kirim.........super2 buruk.,1,2025-10-18 13:23:13
"Tolong pihak shopee urusin bagian shopee mall karena tidak sesuai tanggal pengiriman, harus nya setelah cs order langsung di packing + langsung di kirim ga malah di biarkan sampe seminggu",1,2025-10-18 13:20:48
bagus,5,2025-10-18 13:20:27
puasssssss belanja di sini,5,2025-10-18 13:19:19
ongkirnya murah,5,2025-10-18 13:19:07
bagus bgttt,5,2025-10-18 13:18:38
mantappp,5,2025-10-18 13:18:31
"sangat terbantu dengan adanya apl shopee jadi kalau butuh apa apa tinggal cari langsung buka aplikasi ini langsung ada , terima kasih shopee🙏🥰",5,2025-10-18 13:18:19
skrg shoepe banyak gratis ongkir dan voucher² lainnya,5,2025-10-18 13:18:15
bagus,4,2025-10-18 13:17:26
dungu,1,2025-10-18 13:17:20
iklan lu meresahkan babi ngtfd,1,2025-10-18 13:16:57
"terbantu sekali dalam berbelanja,",5,2025-10-18 13:16:40
"cepat,ramah",5,2025-10-18 13:16:16
"memudahkan dalam mencari sesuatu yang di perlukan dalam berbelanja, terimakasih.",5,2025-10-18 13:15:59
"jelek banget sumpah, apalagi kalau ada kesalahan kurir salah alamat, padahal alamatku udh jelas KOS PUTRI MADINA, tiati bakal ketemu customer service yg super duper Lambat, pemrosesannya masa 5-10 hari, abis berenang nyebrang samudera lu min? baru kali ini sekecewa ini ke shopee, smg bisa diperbaiki dan BERTANGGUNG JAWAB YG CEKATAN",1,2025-10-18 13:13:39
semoga sukses trus,5,2025-10-18 13:11:43
keren,5,2025-10-18 13:11:22
"Spay/akun yg nyangkut ke nomer hp lama yg udah hangus (sudah terhubung ktp) mau dipindah ke nomer baru aja gak bisa , logikanya mau ganti nomer itu karna nomer yg lama udah hangus/hilang , ini malah minta kode ke nomer lama , aturan bodoh macam apa itu , semua kartu identitas padahal pegang , kenapa gak kasih syarat aja foto ktp asli dan foto wajah kan lebih masuk akal , dipersulit semuanya auto bintang -5 kalo ada , auto uninstal apk ciri khas negara konoha ribet dan gak bermutu..",1,2025-10-18 13:10:47
aplikasi ini juga berguna untuk lihat harga mainan yang kita tidak tahu harganya atau bisa saja kartu yang kita tidak tahu harganya pokoknya ini aplikasi serbaguna,5,2025-10-18 13:10:40
sangat bagus,5,2025-10-18 13:10:23
selalu sesuai dgn harga,5,2025-10-18 13:09:51
"shopee emang paling mantap, terimakasih",5,2025-10-18 13:09:37
mantap,5,2025-10-18 13:07:25
mantap,5,2025-10-18 13:07:23
Baik,5,2025-10-18 13:06:49
aplikasi yang menyenangkan,5,2025-10-18 13:05:58
thanks shope,5,2025-10-18 13:04:30
baik,5,2025-10-18 13:03:14
sangat memuaskan di aplikasi shopee ini,5,2025-10-18 13:03:02
ko apk ini gak mau di kasih bintang lima,1,2025-10-18 13:02:59
oke,5,2025-10-18 13:02:44
mantap👍👍,4,2025-10-18 13:01:02
"aku sejauh ini suka bngtt make shopee, rapi hri ini sedih bngtt pesen shopeefood drivernya bintng 5 tapi ga ngenakin :( pdhl aku pake yang prioritas, trs alamatnya udh pas, tapi dia kelebihan trs bilng klo ini muternya jauh dan ada biaya parkir trs aku okein, tapi gajdi katanya kejauahn, jdinya cowoku ngambil itu, pdhl tensi cowoku lagi tinggi bngt 148 klo kenapa kenapa gimana.. mana di suruh cepet cepet panas, mungkin kakak nya cape, tapi jngn gjtu gasihh, i'm so saddd",3,2025-10-18 13:00:49
"Saya sudah mulai males dengan shoppe. Banyak barang yang gak bisa COD. Payletter di bekukan karna jatuh tempo (di kiranya pelanggan banyak uang), padahal sisa tagihan bulan kedepannya juga di lunasi lebih awal dan denda juga di bayarkan. Setelah paket terakhir sampai, terpaksa harus hapus shoppe.",1,2025-10-18 13:00:37
aplikasi busuk sampai sekarang pengembalian dana ga kelar²,1,2025-10-18 12:59:34
sangat membantu berbelanja di shopee aman dan terjamin harga dan kualitasnya,5,2025-10-18 12:58:19
lebih murah,5,2025-10-18 12:56:37
Sangat membantu dalam berbelanja online,1,2025-10-18 12:55:50
"malas bngat liat aplikasi oren ini, lama bngat ngirim paket nya",1,2025-10-18 12:55:35
"aplikasi busuk tiap order Shopee food pake yg cepet knpa di kasih double orderan driver, tau double order mending saya pake pengiriman yg biasa..",1,2025-10-18 12:55:08
Toko Online Nomer One ✌️,5,2025-10-18 12:55:06
shopee selalu amanah jadi suka belanja di shopee 🥰,5,2025-10-18 12:53:30
best,5,2025-10-18 12:53:15
mantap,5,2025-10-18 12:50:34
"alhamduliillah,semejak ada sopi enak blnjaya",5,2025-10-18 12:49:38
bagus sekali dan berguna,5,2025-10-18 12:49:16
"sekarang belanja di shopee tidak sebagus dulu, sekarang suka membatalkan pesanan yang sudah mau sampai, yang perjalanan sudah 2 Minggu dibatalkan tiba2, berbagai alasan dari admin shopee nya, terakhir suruh pesan ulang, hbis dipesan ulang, sudah perjalanan 10 hari tiba2 dibatalkan lagi dengan alasan yang sma, sungguh merugikan waktu pembeli!!!!",1,2025-10-18 12:48:38
aplikasi belanja yg sangat bagus banyak promo dan gratis ongkir nya.... mantabh semoga tambah sukses lagi shopee....,5,2025-10-18 12:48:07
mantap,5,2025-10-18 12:47:59
Sofi amanah insya Allah berpangganan,5,2025-10-18 12:47:42
saya suka shopee,5,2025-10-18 12:47:40
tau2 kembali uangnya tanpa ada pemberitahuan,5,2025-10-18 12:47:30
apl Sagat berguna,5,2025-10-18 12:46:51
best,5,2025-10-18 12:46:22
apk ini sangat bagus buat belanja online,5,2025-10-18 12:45:51
fitur pop up ny kyky bikin lemot,5,2025-10-18 12:45:26
"suka banget sama Shopee karna memudah kan kita untuk membeli barang dengan harga murahh, aku suka banget pokok nyaa",5,2025-10-18 12:44:39
"Dengan shopee semuanya menjadi mudah,Alangkah baiknya kalau shopee memberikan kredit buat pelangan nya dengan mudah juga",5,2025-10-18 12:44:39
bagusss,5,2025-10-18 12:44:27
good job,5,2025-10-18 12:42:40
"keren keren mantaf pool,,,👍",5,2025-10-18 12:40:41
aplikasi sangat membantu,5,2025-10-18 12:40:29
barang sesuai💗💗,5,2025-10-18 12:39:11
pengiriman sering tidak tepat waktu,1,2025-10-18 12:36:43
"apk shopee ini berguna bgt, tp akhir akhir ini ga bisa digunain, mau check out, buka keranjang, lacak pesanan, itu ga bisa semua kyk jaringan tidk stabil, pdhl jaringan udh bagus bgt, itu knp y",4,2025-10-18 12:36:33
tidak bisa cod,5,2025-10-18 12:36:04
toko ini tepat waktu,5,2025-10-18 12:35:40
so far so good,3,2025-10-18 12:35:15
good,5,2025-10-18 12:34:50
"sangat membantu kadang2 barang yang kami butuhkan tidak tersedia di toko terdekat, tetapi shoppy selalu ada, terima kasih shoppy.",5,2025-10-18 12:34:41
sangat bagus,5,2025-10-18 12:33:28
ok,5,2025-10-18 12:33:23
bagus bener aplikasinya banyak barang nya,5,2025-10-18 12:32:35
sangat berguna,4,2025-10-18 12:32:08
"Shopee Indonesia Memang Mantaap.. Mudah Digunakan, dan Banyak Voucher juga Promo, Terima Kasih Shopee...",5,2025-10-18 12:32:01
"apk shopee ini sangat bagus dan sangat membutuhkan kita untuk belanja dan berbagai macam lainya..intinya sy sangat senang sekali dgn apk shopee ini..semoga sukses sllu dan sllu menghadirkan fitur"" terbaru",5,2025-10-18 12:31:48
belanja di sini menyenangkan,5,2025-10-18 12:31:28
shopee paling debess,5,2025-10-18 12:31:07
terima kasih,5,2025-10-18 12:30:27
good,5,2025-10-18 12:30:18
risi sama iklannya doang,1,2025-10-18 12:29:35
saat ini msh bagus,5,2025-10-18 12:29:11
"berbelanja di sini sangat mudah dan memuaskan dan saya sangat suka berbelanja di sini, barang nya ori dan produk nya banyak.",5,2025-10-18 12:28:23
"good jobs shope,, lebih teliti lgi dlm pengiriman hrus d lakukan second cek shngga tdk trjadi kesalahn dlm prngiriman",5,2025-10-18 12:28:12
aplikasi ini sangat membantu belanja online ❤️❤️,5,2025-10-18 12:28:02
lumayan,4,2025-10-18 12:27:39
"cari official store sulit, tidak ada kategori mallnya, star dsb",1,2025-10-18 12:27:36
tingkat kan terus pelayanan yg sudah baik... semoga shopee makin sukses,4,2025-10-18 12:27:28
koc flijkr pp,1,2025-10-18 12:27:15
"saya berikan 3 Bintang dulu ya.. karena Shopee pay saya belum disetujui. sejauh ini pakai Shopee, bs belanja dgn Baik",3,2025-10-18 12:27:12
mantap,5,2025-10-18 12:27:06
tolong perbaiki shopee ini bug Mulu padahal di keranjang udah barangnya tapi malah ilang semua dan saat search barang malah memuat gaada gambar nya tolong perbaiki,3,2025-10-18 12:25:31
mantappp the best,5,2025-10-18 12:25:25
bagus,4,2025-10-18 12:24:15
"mantapp, bs paylatter, pengiriman cepat, transfer bank gratis",5,2025-10-18 12:24:13
pengalaman belanja online yang terbaik,5,2025-10-18 12:24:06
salam belanjanya di toko resminya di jamin belanja di shopee memuaskan..,5,2025-10-18 12:24:00
"transaksi cepat ,barang sesuai",5,2025-10-18 12:23:58
pelayanan yang sangat bagus dan baik,5,2025-10-18 12:23:58
sesuai pesanan lain yang disebelah 🙏🙏🙏,5,2025-10-18 12:22:54
"pengiriman lama sekali, pelayanan ekspedisi Spx buruk dan lama, kadang barang di curi juga oleh kurir",1,2025-10-18 12:22:19
sangat menarik,5,2025-10-18 12:21:37
mantab,5,2025-10-18 12:20:31
murah meriah cuma di shoppe tentunya bisa cod,5,2025-10-18 12:20:04
tempat belanja terbaik,4,2025-10-18 12:19:41
amazing,4,2025-10-18 12:19:22
tidak bisa membatalkan barang,3,2025-10-18 12:19:07
Www tamil di edegghnnbunwe ed ya bee viona ya ggbbf bn rtt di gbretvwe ya,2,2025-10-18 12:17:50
baik saya suka,5,2025-10-18 12:17:03
sangat membantu kotong yang jauh dari kota,5,2025-10-18 12:16:55
mantap dah. tp mohon ilangin toko yg ga amanah,5,2025-10-18 12:16:10
mantap,5,2025-10-18 12:15:40
pelayanan dan pengembalian dana memuaskan,5,2025-10-18 12:15:38
"buat shopeefood, kalo harga tolong jangan berubah ubah, mau order makan, pas udah topup harga malah naik, gak jelas👎",2,2025-10-18 12:14:25
"gratiiis, lebih good",5,2025-10-18 12:14:12
mantap mania mancing,5,2025-10-18 12:14:10
sjk 3th lalu jd memudahkan pencarian barang2 apa saja & komponen2 mobil mesin dll kebutuhan rumah tangga kilkas mesin cuci dll semua lengkap sampai ban mobil pelk dan ac mobil yg diperlukan nya hanya terkadang ada sj penjual2 yg masih bersifat nakal coba artikan sendiri sj pesan blower 2 inch hija tnp sambung pipa plastik sdh jelas2 3 bh lah kok dikirim barang murahan dg harga mahal wuah itu digletakin saja sbb mau dikembalikan aplikasi shopee nya tdk mendukung sll loncat2 jian tolong diatasi ya,5,2025-10-18 12:12:52
P U A S dan MEMUASKAN,5,2025-10-18 12:11:45
bagus apk nya minusnya mau belanja gada dana😂,5,2025-10-18 12:10:46
"apk shopee sangat"" AMANAHhh,,,👍",5,2025-10-18 12:10:40
shopee bagusss bangett ramahhh ramah,5,2025-10-18 12:10:39
bagus,5,2025-10-18 12:10:23
👍👍,5,2025-10-18 12:10:06
aplikasi belanja online mantap,5,2025-10-18 12:09:26
aplikasi belanja utama.,5,2025-10-18 12:09:02
"Tolong sediakan nomor kurir yang mengantar paket, saya mengalami kendala ketika kurir tidak menghubungi saya sama sekali saat saya memesan paket dengan metode cod, dimana seharusnya estimasi sampai maksimal tanggal 16-17 oktober, namun hingga hari ini tanggal 18 Oktober paket saya belum datang juga dan kurir sama sekali belum menghubungi saya.",4,2025-10-18 12:08:30
puas .. mudah membantu..keringansn rakyat miskin trmks,5,2025-10-18 12:07:26
"sampai saat ini,bagi saya pribadi aplikasinya masih bagus dan sesuai ,& semoga kedepannya tetap atau bahkan makin baik pelayananny,demi kenyamanan pengguna,pertahankan 👍👍👍",5,2025-10-18 12:07:04
Josjiss okeh bgt🔥🙌,5,2025-10-18 12:06:33
terbaik,5,2025-10-18 12:06:09
sangat membantu.,5,2025-10-18 12:05:55
sangat membantu keperluan,5,2025-10-18 12:04:45
bagus membantu,4,2025-10-18 12:01:43
bagus banget.,5,2025-10-18 12:00:43
Bagus,5,2025-10-18 12:00:10
mantap,5,2025-10-18 11:57:54
menurut saya matikan free order 30 hari. kadang pembeli terjebak dengan free order 30 hari. 7 hari saja sudah cukup. chat seller yang balas bot robot,2,2025-10-18 11:57:07
Mempermudah belanja kebutuhan👍,5,2025-10-18 11:56:46
"minim user experience, jika kita kehilangan nomor, tidak bisa login lagi dan kita diminta hal hal aneh seperti foto KTP, Passport sambil selfie, seperti kita mau kredit di bank, pinjol dan sejenisnya. yang tidak terbiasa dengan hal hal ribet atau tidak sembarang memberi data pribadi tidak usah download.",1,2025-10-18 11:55:46
"eanak,aman,dan nyaman",5,2025-10-18 11:55:14
dengan adanya shopee belanja lebih ringan tanpa berjalan kesana sini.,5,2025-10-18 11:54:47
belanja online jadi lebih mudah,5,2025-10-18 11:54:15
Leg jelek,1,2025-10-18 11:53:43
"layanan nya bagus , di percaya juga",5,2025-10-18 11:53:26
Eeaa eeaa shopeefood makin lama makin turun bonus nya buat customer .. wkwkw karena sudah bnyak yg order d shopeefood.lama lama cuma gratis ongkir wkwkwk,5,2025-10-18 11:52:37
shopee d'best👍👍,5,2025-10-18 11:52:17
mantap lah pokoknya,5,2025-10-18 11:50:14
bagus..dapat dipercaya,5,2025-10-18 11:49:55
pengantaran sesau gak pernah lewat dari tgl kirimnya.,5,2025-10-18 11:48:50
"jdi aplikasi gausah sok asik ,naro gambar pake titik titik biar digeser masuk shopee biar apa? buang buang waktu kocak ,aplikasi populer kok maksa di pake ,kalau bisa kasar udh kukasarin",1,2025-10-18 11:48:28
nice,5,2025-10-18 11:47:47
oke,4,2025-10-18 11:46:54
"sangat bagus, pernah klaim tanpa ada video unboxing (lupa rekam). ttpi karna video barang dan deskripsi masalah jelas uang kembali... mantap..",5,2025-10-18 11:46:29
baik,5,2025-10-18 11:46:16
aplikasinya bagus dan bermanfaat,5,2025-10-18 11:42:58
banyak gratis ongkir,5,2025-10-18 11:42:45
barang sesuai pesanan tapi untuk ketebalan dikurangi,5,2025-10-18 11:42:22
"aplikasi buruk jasa pengirimanya spx yang sangat lelet , gausah sok gratis ongkir mendingan bayar tapi ga lelet parah kota besar ke kota besar 1 pulau aja seminggu paket gak nyampe2",1,2025-10-18 11:42:15
"shopee food membuat keluarga ku emosi dikarenakan salah memberikan makanan yang dipesan beli nya OTI ngasih nya bakso untung balik lagi kalo ga ku kasih bintang 1 , tolong ya paaa jangan diulangi lagi",3,2025-10-18 11:41:32
mohon di beri sanksi untuk toko yg tidak amanah,5,2025-10-18 11:40:19
kualitas barang yang dijual bagus sekali,5,2025-10-18 11:40:07
"knp pas aku ajukan pengembalian barang,,, semua harga produk jadi meloncat pd mahall semua",4,2025-10-18 11:37:22
mempermudah segala keperluan pribadi,5,2025-10-18 11:36:51
"Belanja di Shopy banyak kemudahan dlm pembayaran ada COD,COD buka dulu.spayleter dan lainnya.Tokonya banyak dan produknya sesaai harga.Shopy Yes...",5,2025-10-18 11:36:23
cut o,3,2025-10-18 11:35:57
mantappp,5,2025-10-18 11:35:01
"Pengguna setia Shopee,mudah dalam berbelanja 😁😁😁👍👍👍",5,2025-10-18 11:34:46
Selamatpagi,5,2025-10-18 11:32:49
okelah,5,2025-10-18 11:32:47
mantap ok,5,2025-10-18 11:28:56
karna saya baik saya beri 5,5,2025-10-18 11:28:41
gak bisa cod asw,5,2025-10-18 11:28:13
mantap gratis ongkir ky gak yg di sebelah .rekomendasi banget di shopee.sya pindah kesini lebih bebas ongkirnya.,5,2025-10-18 11:28:07
"saya sudah batalin pesanan yang baru dikemas,tapi masih aja di antar",1,2025-10-18 11:27:55
help,5,2025-10-18 11:25:56
"barangn yng di kirim sama dengan apa yang kita pesan,jadi kita GK ragu lagi.",5,2025-10-18 11:24:26
Cukup membbtu,5,2025-10-18 11:23:36
tanggal estimasi ga tepat sama tanggal datang nya perbaiki lagi saya kecewa di tambah lagi terkadang pesenan saya di cancel gitu aja,2,2025-10-18 11:21:54
sangat baik,5,2025-10-18 11:21:09
sangat membantu banget untuk membeli barang,5,2025-10-18 11:20:41
"terimakasih telah membantu, penyelesaian tugas Saya, dengan membeli produk produk yang mungkin di khususkan untuk Saya.",5,2025-10-18 11:20:29
mantap,5,2025-10-18 11:18:10
moga shopee bisa melindungi toko yang tida amanah,5,2025-10-18 11:18:08
dapat menemukan barang yang saya inginkan dan barang tersebut bagus,5,2025-10-18 11:17:37
puas belanja di shope barangnya bagus tidak mengecewakan terima kasih shope,5,2025-10-18 11:16:05
bagus banget apk nya saya selalu beli di sini jujur dan amanah,5,2025-10-18 11:15:59
okook,5,2025-10-18 11:15:52
alhamdulilah dengan adanya aplikasi ini bisa membatu penjualan saya,5,2025-10-18 11:15:29
kak Ni Dari M Atta Kak Salam Dari Pembeli pokok ny Sngat Bagus Barang Ny ya Pokok Ny Beli Di Sini Sangat Bagus Sesuae Barang Ny,5,2025-10-18 11:15:03
sangat cocok awak rekomendasi buat install aplikasi shopee ini,5,2025-10-18 11:14:39
selalu real,5,2025-10-18 11:13:56
sangat bagus bahannya,1,2025-10-18 11:12:28
Shopee aladah aplikasi yg bagus saya berikan 5 bintang,5,2025-10-18 11:12:03
merasa terganggu utk shopee yg skrang buka apk langsung ke live atau vidio..mohon diperbaiki..supaya pengguna juga nyaman...karna sekali masuk vidio keluar pun vidio masih nyala/bunyi..sangat terganggu...,4,2025-10-18 11:11:51
"aplikasi ini mempermudah segala hal dann sangat jauhhh lebih murahhh,, sering dapat gratis ongkir pokoknya Shopee ini aplikasi belanja paling debesss",5,2025-10-18 11:09:59
dpet koin dari Shopee live,5,2025-10-18 11:09:32
mantep pol,5,2025-10-18 11:09:10
the best,5,2025-10-18 11:07:30
kurir Shopee yang antar paket bodohhh banget salah alamat dia antar,1,2025-10-18 11:06:54
shopee...kerennnnnnn...👍,5,2025-10-18 11:06:51
Pengiriman dan pelayanan sangat baik,5,2025-10-18 11:05:41
Alhamdulillah mantap bangettttt,5,2025-10-18 11:05:04
"hallo shopee saya mau meminta bantuan kepada pihak shopee, jadi cerita ya saya sudah menggunakan shoope selama 4 tahun dari saya masih sekolah belum memiliki KTP dikarenakan saya ingin mengaktifkan shoopepay saya menggunakan KTP ibu saya dan sekarang saya ingin Menganti KTP menjadi KTP saya tetapi menggunakkan akun tersebut bagaimana ya ?",5,2025-10-18 11:03:56
aplikasi nya gebug putih semua,4,2025-10-18 11:02:35
bagus,4,2025-10-18 11:00:06
slalu memenuhi sesuai kebutuhan kita trimksih shopee...,5,2025-10-18 10:59:08
sudah ok ya...langganan bgt...belanja kebutuhan bulanan pun di sini...thanks shopee,5,2025-10-18 10:58:55
juara 1 shopee,5,2025-10-18 10:58:21
aplikasi banyak gratis ongkir hehe,5,2025-10-18 10:58:15
tersedia semua yg di inginkan,5,2025-10-18 10:56:16
sangat hebat dan bagus saya mau mesen tanpa keluar rumah bisa di anter sendiri,5,2025-10-18 10:55:38
mantap,5,2025-10-18 10:55:31
"ng leg parah anjirr,babi emang. .bkn mslh hp nya.emang aplikasi nya yg ng leg parah",1,2025-10-18 10:54:41
"saya puas dgn layanan dn pengiriman barang,, dn sy sudah lama berlangganan dgn shopee",5,2025-10-18 10:54:35
"suka banget sama aplikasinyaa, ga lemot",5,2025-10-18 10:54:04
mantap,5,2025-10-18 10:53:23
aplikasi keren,5,2025-10-18 10:52:59
ok,5,2025-10-18 10:52:32
bagus,5,2025-10-18 10:52:28
sangat baik,5,2025-10-18 10:51:08
shopee sangat membatu saya untuk mencari kebutuhan yg sulit di cari di toko² !,5,2025-10-18 10:49:39
memuaskn,4,2025-10-18 10:48:08
apk baguus,5,2025-10-18 10:47:00
barang smpai dengan kondisi bagus,5,2025-10-18 10:46:19
the best,5,2025-10-18 10:45:29
sangat membantu,5,2025-10-18 10:43:26
puasss,5,2025-10-18 10:43:02
"Buat waiting list , pengguna yang beli lebih dari satu produk ditungguin sampe terkumpul semua didc terdekat. Supaya dikirim tidak bolak balik. 1 kurir yang berangkat dan hemat bensin. Tetapi kalo telat waktu tidak dapat kompensasi voucher free onkir.",3,2025-10-18 10:42:07
"SPX HAMA PESANAN GK SESUAI TANGGAL, NGANTERIN SESUAI MOOD GK ADA OTAK LEBIH BAGUS JNT NINJA DAN LAIN LAIN, SPX GK KONSISTEN BUAT KALIAN SAYA SARAN NIN JANGAN PESAN DI SHOPEE SPX HAMA",1,2025-10-18 10:38:51
sangat baik,5,2025-10-18 10:35:09
semoga shopee lebih baik dalam merekrut pedagang.agar konsumen semakin percaya jika si Oren shopee semakin di prioritaskan👍,5,2025-10-18 10:34:06
ok,5,2025-10-18 10:32:46
bagus untuk jual beli.,5,2025-10-18 10:31:59
"nyoba jahat dikit, karena terlalu kesal sama sistem tampilan yang dibuat, baru buka langsung muncul video yang mengganggu.",1,2025-10-18 10:31:55
Mantap,5,2025-10-18 10:28:36
udah mulai ada kemajuan dan perbaikan sih semoga makin ditingkatkan lagi,5,2025-10-18 10:28:30
bagus..,5,2025-10-18 10:28:00
sukaa buat pesanan,5,2025-10-18 10:27:20
mantaaaaaappppppp,5,2025-10-18 10:27:19
bagus 😎👍 btw Kutu ma kutu Sabrina kana kutu ma kutu~ traktir kami shopee~😏😼👉🏿👈🏻💐😚💐💐💐🤗🙄😭🙄💐🤗🗿🤗💓🤗💓🤗🙄😭🤗😭🙄😭🗿😏🙄😭💐🤭💐😚😏😼😼🙄💐💐😼😼,5,2025-10-18 10:26:41
terimakasih shopee,5,2025-10-18 10:26:31
pesanan barang beragam harga murah pengiriman cepat sampai banyak ongkir gratis,5,2025-10-18 10:24:44
"Perihal Shopeefood Baru liat- liat pesanan tiba2 order pesanan, Tolong perbaiki shopee food, ada tombol batalkan pesanan tapi tidak bisa di pencet, percumahhhh",1,2025-10-18 10:24:25
